결제일시,판매위치,상품명,결제방식,비고,판매수량,결제금액,고객
2021-12-09 22:16,선불기1,라면,신용카드,결제완료,1,"4,000",customer556749
2021-12-09 22:16,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer556749
2021-12-09 22:22,선불기1,미니마카롱(3개),신용카드,결제완료,1,"2,000",customer527484
2021-12-09 22:04,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer892304
2021-12-09 22:04,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer892304
2021-12-09 21:47,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer319691
2021-12-09 20:43,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer518484
2021-12-09 20:43,선불기1,라면,신용카드,결제완료,1,"4,000",customer518484
2021-12-09 18:58,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer201274
2021-12-09 18:15,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer438871
2021-12-09 18:06,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer908581
2021-12-09 17:47,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer826407
2021-12-09 17:47,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer826407
2021-12-09 17:47,선불기1,라면,신용카드,결제완료,1,"4,000",customer408506
2021-12-09 17:47,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer408506
2021-12-09 17:21,선불기1,초코라떼(HOT),신용카드,결제완료,1,"4,500",customer287350
2021-12-09 16:54,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer904976
2021-12-09 16:40,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer531365
2021-12-09 16:22,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer859562
2021-12-09 16:22,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer859562
2021-12-09 12:45,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer858800
2021-12-09 12:45,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer858800
2021-12-09 12:05,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer240843
2021-12-09 10:28,카운터,카라멜마끼아또(HOT),현금,결제완료,1,"4,500",customer858800
2021-12-09 10:28,카운터,청귤차(HOT),현금,결제완료,1,"4,500",customer858800
2021-12-09 09:59,카운터,라면,현금,결제완료,1,0,customer858800
2021-12-09 09:59,카운터,감자튀김,현금,결제완료,1,"3,500",customer858800
2021-12-09 00:56,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer359113
2021-12-09 00:47,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer401256
2021-12-09 00:46,선불기1,허니밀크쉐이크,신용카드,결제완료,1,"5,500",customer527484
2021-12-08 23:43,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer283589
2021-12-08 23:45,선불기1,라면,신용카드,결제완료,1,"4,000",customer683763
2021-12-08 23:45,선불기1,치즈추가,신용카드,결제완료,1,500,customer683763
2021-12-08 23:32,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer952854
2021-12-08 23:29,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer760736
2021-12-08 23:29,선불기1,라면,신용카드,결제완료,1,"4,000",customer760736
2021-12-08 23:05,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer406115
2021-12-08 22:58,선불기1,자몽에이드,신용카드,결제완료,1,"4,500",customer300256
2021-12-08 22:58,선불기1,라면,신용카드,결제완료,1,"4,000",customer300256
2021-12-08 22:36,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer967886
2021-12-08 22:36,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer967886
2021-12-08 22:35,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer670727
2021-12-08 21:56,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer360512
2021-12-08 21:42,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer530908
2021-12-08 21:42,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer530908
2021-12-08 21:42,선불기1,치즈추가,신용카드,결제완료,1,500,customer530908
2021-12-08 21:42,선불기1,계란추가,신용카드,결제완료,1,500,customer530908
2021-12-08 21:19,선불기1,쿠앤크쉐이크,신용카드,결제완료,1,"5,500",customer405649
2021-12-08 19:54,선불기2,샷추가,신용카드,결제완료,1,500,customer200759
2021-12-08 19:17,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer564043
2021-12-08 18:17,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer283589
2021-12-08 17:59,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer654178
2021-12-08 17:59,선불기1,라면,신용카드,결제완료,1,"4,000",customer654178
2021-12-08 17:59,선불기1,라면,신용카드,결제완료,1,"4,000",customer875317
2021-12-08 17:59,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer875317
2021-12-08 17:40,선불기1,라면,신용카드,결제완료,1,"4,000",customer278888
2021-12-08 15:37,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer891972
2021-12-08 15:32,선불기2,김치볶음밥,신용카드,결제완료,1,"5,000",customer891972
2021-12-08 15:32,선불기2,라면,신용카드,결제완료,1,"4,000",customer891972
2021-12-08 15:32,선불기2,감자튀김,신용카드,결제완료,1,"4,500",customer891972
2021-12-08 00:47,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer200285
2021-12-08 00:38,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer842068
2021-12-08 00:41,선불기1,라면,신용카드,결제완료,1,"4,000",customer453494
2021-12-08 00:45,선불기1,라면,신용카드,결제완료,1,"4,000",customer465502
2021-12-08 00:45,선불기1,치즈추가,신용카드,결제완료,1,500,customer465502
2021-12-08 00:39,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer331743
2021-12-08 00:39,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer331743
2021-12-08 00:30,선불기1,블루베리머핀,신용카드,결제완료,1,"3,500",customer659177
2021-12-08 00:04,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer476732
2021-12-07 23:44,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer200285
2021-12-07 23:39,선불기1,라면,신용카드,결제완료,1,"4,000",customer992895
2021-12-07 23:39,선불기1,라면,신용카드,결제완료,1,"4,000",customer992895
2021-12-07 23:15,선불기1,쿠키(마카다미아),신용카드,결제완료,1,"1,500",customer921885
2021-12-07 23:15,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer921885
2021-12-07 23:13,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer921885
2021-12-07 23:12,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer365256
2021-12-07 23:12,선불기1,라면,신용카드,결제완료,1,"4,000",customer365256
2021-12-07 23:12,선불기1,라면,신용카드,결제완료,1,"4,000",customer365256
2021-12-07 22:50,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer469327
2021-12-07 22:50,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer469327
2021-12-07 22:50,선불기1,계란추가,신용카드,결제완료,1,500,customer469327
2021-12-07 22:35,선불기1,라면,신용카드,결제완료,1,"4,000",customer410337
2021-12-07 22:30,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer469327
2021-12-07 22:30,선불기1,치즈추가,신용카드,결제완료,1,500,customer469327
2021-12-07 22:26,선불기1,라면,신용카드,결제완료,1,"4,000",customer223810
2021-12-07 22:26,선불기1,계란추가,신용카드,결제완료,1,500,customer223810
2021-12-07 21:48,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer492941
2021-12-07 18:36,선불기1,라면,신용카드,결제완료,1,"4,000",customer769361
2021-12-07 18:36,선불기1,치즈추가,신용카드,결제완료,1,500,customer769361
2021-12-07 18:36,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer769361
2021-12-07 18:36,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer769361
2021-12-07 18:20,선불기1,레몬차(ICE),신용카드,결제완료,1,"4,000",customer307650
2021-12-07 16:23,선불기1,플레인요거트스무디,신용카드,결제완료,1,"5,500",customer657974
2021-12-07 16:23,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer657974
2021-12-07 16:07,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer481021
2021-12-07 16:07,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer481021
2021-12-07 15:22,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer408718
2021-12-07 15:15,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer408718
2021-12-07 11:54,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer239458
2021-12-07 11:53,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer564043
2021-12-07 11:40,선불기1,라면,신용카드,결제완료,1,"4,000",customer566417
2021-12-07 11:40,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer566417
2021-12-06 23:42,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer955387
2021-12-06 23:42,선불기1,계란추가,신용카드,결제완료,1,500,customer955387
2021-12-06 23:42,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer955387
2021-12-06 23:42,선불기1,자몽에이드,신용카드,결제완료,1,"4,500",customer955387
2021-12-06 23:13,선불기1,라면,신용카드,결제완료,1,"4,000",customer271289
2021-12-06 23:13,선불기1,계란추가,신용카드,결제완료,1,500,customer271289
2021-12-06 22:53,선불기1,라면,신용카드,결제완료,1,"4,000",customer921885
2021-12-06 22:53,선불기1,계란추가,신용카드,결제완료,1,500,customer921885
2021-12-06 22:51,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer527484
2021-12-06 22:51,선불기1,치즈추가,신용카드,결제완료,1,500,customer527484
2021-12-06 22:34,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer301807
2021-12-06 22:33,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer406115
2021-12-06 21:53,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer906672
2021-12-06 21:53,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer906672
2021-12-06 21:22,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer715162
2021-12-06 21:22,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer715162
2021-12-06 21:22,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer321888
2021-12-06 21:22,선불기1,계란추가,신용카드,결제완료,1,500,customer321888
2021-12-06 18:26,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer321888
2021-12-06 18:26,선불기1,시럽추가,신용카드,결제완료,1,500,customer321888
2021-12-06 18:16,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer375030
2021-12-06 18:16,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer375030
2021-12-06 18:01,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer321888
2021-12-06 18:11,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer301807
2021-12-06 17:54,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer375030
2021-12-06 17:54,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer375030
2021-12-06 17:54,선불기1,계란추가,신용카드,결제완료,1,500,customer375030
2021-12-06 15:47,선불기2,초코라떼(ICE),신용카드,결제완료,1,"4,500",customer952228
2021-12-06 15:53,카운터,초코라떼(ICE),신용카드,판매취소,-1,"-4,500",
2021-12-06 15:21,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer551706
2021-12-06 12:49,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer533118
2021-12-06 11:48,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer482512
2021-12-06 00:50,선불기1,쿠키(초코칩),신용카드,결제완료,1,"1,500",customer221282
2021-12-06 00:31,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer337779
2021-12-06 00:14,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer209881
2021-12-05 23:40,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer656503
2021-12-05 23:11,선불기1,라면,신용카드,결제완료,1,"4,000",customer341846
2021-12-05 23:11,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer341846
2021-12-05 22:56,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer313632
2021-12-05 22:56,선불기1,계란추가,신용카드,결제완료,1,500,customer313632
2021-12-05 21:33,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer360512
2021-12-05 21:33,선불기1,계란추가,신용카드,결제완료,1,500,customer360512
2021-12-05 21:24,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer200285
2021-12-05 20:18,선불기1,라면,신용카드,결제완료,1,"4,000",customer758317
2021-12-05 20:18,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer758317
2021-12-05 20:21,선불기1,유자차(HOT),신용카드,결제완료,1,"4,000",customer989279
2021-12-05 19:21,선불기1,민트초코칩쉐이크,신용카드,결제완료,1,"5,500",customer208876
2021-12-05 19:21,선불기1,블루베리스무디,신용카드,결제완료,1,"5,500",customer208876
2021-12-05 19:14,선불기1,라면,신용카드,결제완료,1,"4,000",customer300256
2021-12-05 19:14,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer300256
2021-12-05 18:55,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer873412
2021-12-05 17:50,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer839101
2021-12-05 17:50,선불기1,계란추가,신용카드,결제완료,1,500,customer839101
2021-12-05 17:50,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer441389
2021-12-05 17:50,선불기1,계란추가,신용카드,결제완료,1,500,customer441389
2021-12-05 17:30,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer999769
2021-12-05 17:30,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer999769
2021-12-05 17:30,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer999769
2021-12-05 16:28,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer414895
2021-12-05 16:23,선불기1,미니마카롱(3개),현금,결제완료,1,"2,000",customer675297
2021-12-05 16:23,선불기1,아포카토,현금,결제완료,1,"5,000",customer675297
2021-12-05 15:45,선불기2,김치볶음밥,신용카드,결제완료,1,"5,000",customer564751
2021-12-05 15:45,선불기2,치즈감자튀김,신용카드,결제완료,1,"5,500",customer564751
2021-12-05 15:18,선불기1,라면,현금,결제완료,1,"4,000",customer675297
2021-12-05 15:18,선불기1,라면,현금,결제완료,1,"4,000",customer675297
2021-12-05 15:18,선불기1,라면,현금,결제완료,1,"4,000",customer675297
2021-12-05 15:18,선불기1,감자튀김,현금,결제완료,1,"4,500",customer675297
2021-12-05 15:18,선불기1,감자튀김,현금,결제완료,1,"4,500",customer675297
2021-12-05 15:18,선불기1,미니마카롱(3개),현금,결제완료,1,"2,000",customer675297
2021-12-05 12:49,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer935484
2021-12-05 12:49,선불기1,치즈추가,신용카드,결제완료,1,500,customer935484
2021-12-05 12:49,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer935484
2021-12-05 12:21,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer403946
2021-12-05 12:21,선불기1,플레인요거트스무디,신용카드,결제완료,1,"5,500",customer403946
2021-12-05 12:15,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer652830
2021-12-05 12:05,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer869085
2021-12-05 12:05,선불기1,계란추가,신용카드,결제완료,1,500,customer869085
2021-12-05 12:05,선불기1,계란추가,신용카드,결제완료,1,500,customer869085
2021-12-05 12:05,선불기1,치즈추가,신용카드,결제완료,1,500,customer869085
2021-12-05 12:05,선불기1,라면,신용카드,결제완료,1,"4,000",customer869085
2021-12-05 12:05,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer869085
2021-12-05 12:05,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer869085
2021-12-05 00:44,선불기1,라면,신용카드,결제완료,1,"4,000",customer234773
2021-12-05 00:45,선불기1,라면,신용카드,결제완료,1,"4,000",customer992895
2021-12-05 00:39,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer337779
2021-12-05 00:39,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer337779
2021-12-05 00:43,선불기1,라면,신용카드,결제완료,1,"4,000",customer300256
2021-12-05 00:43,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer300256
2021-12-05 00:39,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer200759
2021-12-05 00:25,선불기1,라면,신용카드,결제완료,1,"4,000",customer200285
2021-12-05 00:25,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer200285
2021-12-04 23:46,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer260827
2021-12-04 23:46,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer260827
2021-12-04 23:29,선불기1,라면,신용카드,결제완료,1,"4,000",customer955387
2021-12-04 23:29,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer955387
2021-12-04 23:29,선불기1,계란추가,신용카드,결제완료,1,500,customer955387
2021-12-04 23:29,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer955387
2021-12-04 21:49,선불기1,쿠키(마카다미아),신용카드,결제완료,1,"1,500",customer300256
2021-12-04 21:29,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer300256
2021-12-04 20:42,선불기1,민트초코라떼(ICE),신용카드,결제완료,1,"5,000",customer363713
2021-12-04 19:44,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer292562
2021-12-04 19:41,선불기1,라면,신용카드,결제완료,1,"4,000",customer392781
2021-12-04 19:41,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer392781
2021-12-04 19:41,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer392781
2021-12-04 18:45,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer236707
2021-12-04 18:45,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer236707
2021-12-04 18:30,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer622319
2021-12-04 18:30,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer622319
2021-12-04 18:07,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer373235
2021-12-04 18:07,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer373235
2021-12-04 17:44,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer365222
2021-12-04 17:43,선불기1,라면,신용카드,결제완료,1,"4,000",customer253918
2021-12-04 17:43,선불기1,계란추가,신용카드,결제완료,1,500,customer253918
2021-12-04 17:43,선불기1,치즈추가,신용카드,결제완료,1,500,customer253918
2021-12-04 16:49,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer438044
2021-12-04 16:09,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer918136
2021-12-04 16:09,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer918136
2021-12-04 16:09,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer918136
2021-12-04 16:16,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer292562
2021-12-04 13:44,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer918136
2021-12-04 13:13,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer918136
2021-12-04 12:54,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer373235
2021-12-04 12:54,선불기1,계란추가,신용카드,결제완료,1,500,customer373235
2021-12-04 00:22,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer296278
2021-12-04 00:22,선불기1,라면,신용카드,결제완료,1,"4,000",customer296278
2021-12-04 00:22,선불기1,치즈추가,신용카드,결제완료,1,500,customer296278
2021-12-03 23:55,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer837282
2021-12-03 23:55,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer837282
2021-12-03 23:26,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer722859
2021-12-03 22:14,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer518484
2021-12-03 22:11,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer340595
2021-12-03 22:06,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",
2021-12-03 22:03,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer244232
2021-12-03 21:46,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer380084
2021-12-03 21:29,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer332328
2021-12-03 21:29,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer332328
2021-12-03 19:57,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer622319
2021-12-03 20:03,선불기2,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer279438
2021-12-03 20:04,카운터,아메리카노(ICE),신용카드,판매취소,-1,"-4,000",
2021-12-03 19:29,선불기2,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer279438
2021-12-03 19:30,카운터,아메리카노(ICE),신용카드,판매취소,-1,"-4,000",
2021-12-03 18:11,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer244232
2021-12-03 18:11,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer244232
2021-12-03 18:11,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer244232
2021-12-03 16:40,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer504858
2021-12-03 12:53,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer482512
2021-12-03 12:53,선불기1,라면,신용카드,결제완료,1,"4,000",customer482512
2021-12-03 12:08,선불기1,라면,신용카드,결제완료,1,"4,000",customer977134
2021-12-03 11:23,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer755157
2021-12-03 00:32,선불기2,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer500954
2021-12-03 00:32,선불기2,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer500954
2021-12-03 01:12,선불기1,아메리카노(ICE),신용카드,판매취소,-1,"-4,000",
2021-12-03 01:12,선불기1,아메리카노(ICE),신용카드,판매취소,-1,"-4,000",
2021-12-03 00:28,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer414958
2021-12-03 00:28,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer414958
2021-12-03 00:24,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer910882
2021-12-03 00:44,선불기1,유자차(HOT),신용카드,판매취소,-1,"-4,000",
2021-12-03 00:44,선불기1,레몬차(ICE),신용카드,판매취소,-1,"-4,000",
2021-12-03 00:29,선불기2,유자차(HOT),신용카드,결제완료,1,"4,000",customer760123
2021-12-03 00:29,선불기2,레몬차(ICE),신용카드,결제완료,1,"4,000",customer760123
2021-12-03 00:20,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer518484
2021-12-03 00:20,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer518484
2021-12-03 00:11,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer200285
2021-12-02 22:37,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer904879
2021-12-02 22:37,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer717280
2021-12-02 22:38,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer200285
2021-12-02 22:16,선불기1,라면,신용카드,결제완료,1,"4,000",customer565461
2021-12-02 22:16,선불기1,라면,신용카드,결제완료,1,"4,000",customer760736
2021-12-02 22:16,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer760736
2021-12-02 21:18,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer925894
2021-12-02 20:54,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer910882
2021-12-02 20:44,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer538192
2021-12-02 20:45,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer459456
2021-12-02 20:38,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer930500
2021-12-02 20:38,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer930500
2021-12-02 20:17,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer565461
2021-12-02 20:13,선불기1,자몽에이드,신용카드,결제완료,1,"4,500",customer595163
2021-12-02 20:13,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer595163
2021-12-02 19:57,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer718386
2021-12-02 19:51,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer432673
2021-12-02 19:51,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer733710
2021-12-02 19:45,선불기1,라면,신용카드,결제완료,1,"4,000",customer556749
2021-12-02 19:45,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer556749
2021-12-02 19:39,선불기1,녹차라떼(HOT),신용카드,결제완료,1,"4,500",customer531365
2021-12-02 19:35,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer595163
2021-12-02 19:35,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer595163
2021-12-02 19:35,선불기1,고구마라떼(HOT),신용카드,결제완료,1,"4,500",customer595163
2021-12-02 15:55,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer595163
2021-12-02 14:41,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer518695
2021-12-02 13:58,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer668751
2021-12-02 09:51,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer842068
2021-12-02 00:15,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer872227
2021-12-02 00:14,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer333569
2021-12-02 00:14,선불기1,치즈추가,신용카드,결제완료,1,500,customer333569
2021-12-02 00:11,선불기1,낙지볶음밥,현금,결제완료,1,"5,500",customer575044
2021-12-01 23:52,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer726379
2021-12-01 23:27,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer995360
2021-12-01 23:27,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer995360
2021-12-01 23:04,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer965060
2021-12-01 23:04,선불기1,계란추가,신용카드,결제완료,1,500,customer965060
2021-12-01 23:04,선불기1,계란추가,신용카드,결제완료,1,500,customer965060
2021-12-01 23:04,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer965060
2021-12-01 23:09,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer223810
2021-12-01 23:07,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer200285
2021-12-01 22:36,선불기2,레몬에이드,신용카드,결제완료,1,"4,500",customer407921
2021-12-01 22:27,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer319091
2021-12-01 21:38,선불기1,라면,신용카드,결제완료,1,"4,000",customer842068
2021-12-01 20:58,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer630559
2021-12-01 20:58,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer630559
2021-12-01 19:52,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer999474
